uniqueid,neg,neu,pos,compound,Sentiment,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned Text
137,0.0,0.695,0.305,0.9661,Positive,B002SRYRE8,A198FU6P1BVUNZ,Sarah,0,0,5,1349740800,Tastes awesome & looks beautiful,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)",best investment ive ever made ginger unbelievable fibrous like real ginger spicy kick perfect sugar calms worth 40 5lbs ill getting soon use topper ginger cupcakes cookies
138,0.0,0.689,0.311,0.8591,Positive,B002SRYRE8,A21E0OJ4DSKXNA,Smileface,0,0,5,1342051200,Happy Face,Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.,delicious get australian ginger live compares favorably australian ginger ive purchased cities enjoy without traveling
139,0.15,0.773,0.077,-0.4199,Negative,B002SRYRE8,A1FJJQA34W0F4K,"Gettin Real ""gettin real""",0,0,5,1329177600,Simply the BEST!,"I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.",keep trying brands cheaper brands stupid ginger soooo worth money tender moist never let
140,0.043,0.833,0.125,0.835,Positive,B002SRYRE8,A20PK3OCKRRSA5,Mrs. J. Todd,0,0,5,1268265600,Excellent Product/Life Saver,"My son has had acid reflux since birth and has been on every medication available with no improvement, Until an older gentleman came into his work place and told him about this product and I automatically ordered it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not had any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can now eat anything and actually enjoy it. This product was a God send for him. Thank you all for it!",son acid reflux since birth every medication available improvement older gentleman came work place told product automatically ordered really expecting better results 1000 things tried surprise heartburn symptoms since day 2 starting eating one piece ginger morning eat anything actually enjoy product god send thank
141,0.098,0.787,0.114,0.2023,Positive,B001GVISJW,ARS5Q7LR6HWPG,"N. Pine ""pcone""",0,0,4,1314489600,Nice snack,I bought this for our office to give people something sweet to snack on.  Because it's bite size it's easier for people to grab a couple a pieces rather than an entire licorice stick. My only complaint is that one of the bags broke open in shipping.,bought office give people something sweet snack bite size easier people grab couple pieces rather entire licorice stick complaint one bags broke open shipping
142,0.0,0.782,0.218,0.7814,Positive,B001GVISJW,A2YIO225BTKVPU,"Angel_Boy ""Treat the people around you the wa...",0,0,4,1301788800,Good Licorice,Twizzlers brand licorice is much better than that other well known brand.<br />If you can get these for $2 to $2.50 a package with free s/h it's a good deal.<br />The black and cherry have good taste; but the strawberry taste was too delicate and barely there,twizzlers brand licorice much better well known brandbr get 2 250 package free sh good dealbr black cherry good taste strawberry taste delicate barely
143,0.0,0.763,0.237,0.9296,Positive,B001GVISJW,A1ROND7G1QTOFY,Karon Dixon,0,0,5,1285804800,I love these!!!!!!!!,"I love these.........very tasty!!!!!!!!!!!  Infact, I think I am addicted to them.<br />Buying them in packs of 6 bags - is very reasonable than going to Target and getting a bag.  Savings are about a $1.00 a bag.  I use subscribe and save on these and several other product.  I love subscribe and save!!!!!!!!!!!",love thesevery tasty infact think addicted thembr buying packs 6 bags reasonable going target getting bag savings 100 bag use subscribe save several product love subscribe save
144,0.059,0.667,0.274,0.9653,Positive,B001GVISJW,A1Z54EM24Y40LL,c2,0,0,5,1269129600,Great for the kids!,"If you are looking for a less messy version of licorice for the children, then be sure to try these!  They're soft, easy to chew, and they don't get your hands all sticky and gross in the car, in the summer, at the beach, etc. We love all the flavos and sometimes mix these in with the chocolate to have a very nice snack! Great item, great price too, highly recommend!",looking less messy version licorice children sure try theyre soft easy chew dont get hands sticky gross car summer beach etc love flavos sometimes mix chocolate nice snack great item great price highly recommend
145,0.058,0.841,0.102,0.6124,Positive,B001GVISJW,A281387UUS2IN5,Beantown Jim,0,1,3,1271548800,Bite sized,"I might be mistaken, but it appears that the pieces in this bag were reduced in size.  If they did do that, it was doubtlessly done to make it appear that the buyer got a better deal, having so many pieces after all.  The problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience.  As it is, you have to use 2 or 3 pieces to match the old piece size;  it is not the same.",might mistaken appears pieces bag reduced size doubtlessly done make appear buyer got better deal many pieces problem pieces certain size order enough flavor eating experience use 2 3 pieces match old piece size
146,0.144,0.677,0.178,0.6341,Positive,B0017I8UME,A2NH6XPAZG881D,MarkD,2,2,5,1240012800,Sweet with a nice kick!,"Being a fan of Newman's Pineapple salsa for quite a while, I was looking for a comparable salsa.  This is one of the best tasting salsas I've ever had.  My daughters love it too.  They don't like super chunky salsa and the Berry Mango has a nice smooth texture with small mango pieces.  The salsa is not too sweet, just sweet enough and although it's mild, it has a nice little kick to it.  At this price, it's a steal!",fan newmans pineapple salsa quite looking comparable salsa one best tasting salsas ive ever daughters love dont like super chunky salsa berry mango nice smooth texture small mango pieces salsa sweet sweet enough although mild nice little kick price steal
147,0.087,0.783,0.13,0.7567,Positive,B0017I8UME,AKX0RW482WAFD,Barbie,2,2,2,1224633600,BROKEN BOTTLE BOTTOMS!,"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I was told NO RETURNS (cause it's a food item).  I then looked for a CUSTOMER SERVICE tag; and I found ""none"" on their NEW FACE LIFT.  THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT...THEY SHOULD AT LEAST HAVE A PLACE TO CONTACT THEM IN EMERGENCIES!  LIKE: I BUY A LOT OF ""STUFF"" AND IT ALL COMES IN STYROFOAM BOXES.  NEVER WOULD I SHIP THINGS<br />ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT.  NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT'S GOING TO BREAK SOMEWHERE ALONG THE LINE.  ESPECIALLY IN AN ALL GLASS CONTAINER!  BARBARA L. S.",salsa smelled delicious think probably unfortunately person amazon packer probably several little stuffing work especially bottoms therefore bottoms broken three bottles reached computer told returns cause food item looked customer service tag found none new face lift seem proud new face lift butthey least place contact emergencies like buy lot stuff comes styrofoam boxes never would ship thingsbr especially salsa cardboard box stripe large bubble wrap matter much carrier fed ex careful going break somewhere along line especially glass container barbara l
148,0.058,0.867,0.075,0.1533,Positive,B0017I8UME,ATBE88PKKQTRA,Matthew R Lehmkuhler,0,0,5,1344384000,Love the salsa!!,This is one of the best salsas that I have found in a long time but stay away from the variety pack. The other two that come with it are not worth your money.,one best salsas found long time stay away variety pack two come worth money
149,0.04,0.833,0.127,0.6956,Positive,B0064KU9HO,AJFIH0DZYJF7T,Lisa Barton,0,0,3,1350345600,Ehhh...,These remind me of dog treats I made once using pumpkin and cinnamon. They're kind of bland and not my favorite Back To Nature product. But my finace really loves them so that's where the three stars come from.,remind dog treats made using pumpkin cinnamon theyre kind bland favorite back nature product finace really loves thats three stars come
150,0.0,0.709,0.291,0.9231,Positive,B0037ZFEW4,ABTKZKAWOK4DC,huntersgun,3,3,5,1326153600,awesome cornmeal,"This is the best cornmeal. I made regular cornbread and hot water cornbread with this meal and both were outstanding. Also fried some oysters with this meal, it gave them a great texture and flovor.",best cornmeal made regular cornbread hot water cornbread meal outstanding also fried oysters meal gave great texture flovor
151,0.0,0.564,0.436,0.9858,Positive,B00374XSVY,AC567LXSKDNC1,Teeebooo,0,0,5,1341446400,GREAT marinade!,"This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!",fabulous marinade love use chicken either baked oven grill enough flavor flair ive even used dinner parties receive rave reviews guests definitely worth price super cheap super easy love
152,0.0,0.784,0.216,0.765,Positive,B00374XSVY,A2PW7DRW757OL0,Chris,0,0,5,1335052800,Awesome stuff,Works with chicken fish beef or pork. Fast easy and makes it taste excellent. Plus buying in bulk is more than 50% off from box stores,works chicken fish beef pork fast easy makes taste excellent plus buying bulk 50 box stores
153,0.0,0.775,0.225,0.7269,Positive,B005P0HHGK,AISCBGJRPPZ5G,"KT ""loves to read""",0,0,4,1326585600,tastes good,Got this for my brother who is on Jorge Cruise diet and decided to try one for myself.  It actually tastes pretty good.,got brother jorge cruise diet decided try one actually tastes pretty good
154,0.12,0.76,0.12,0.2502,Neutral,B002HQAXUW,A17ESTP5T7T1PH,Bumbeda1,1,1,1,1324944000,Rip off Price,"These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy.",singles sell 250 336 store 1 box 24 singles im sure amazon selling 999 box 24 singles hazelnut coffee creamer favorite truly good buy
155,0.0,0.647,0.353,0.9803,Positive,B000SV90J8,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1267401600,JELL-O,AWESOME!!! such a yummy flavor I got it as a healthy alternative to the desserts we normally eat and I am so glad that I did there are so many things you can do with Jello desserts and still have them taste good and be good for you. I will definitentally be purchasing this product again the flavor was so wonderful.,awesome yummy flavor got healthy alternative desserts normally eat glad many things jello desserts still taste good good definitentally purchasing product flavor wonderful
156,0.0,0.768,0.232,0.9681,Positive,B000SV90J8,A3OO3TXDSIJDHY,pianolover,0,0,5,1323648000,Great flavor of Jell-o.,"I went to 4 grocery stores looking for this flavor of Jello for my green tomato jam recipe and finally found it here. This jello is wonderful! Evidently it's only carried in the stores during the summer but with harvest time in the Fall, I couldn't find it anywhere in town. This Jello tastes like watermelon and the jam recipe I made with it takes like watermelon jam! Great made as regular Jello too. Yummy!",went 4 grocery stores looking flavor jello green tomato jam recipe finally found jello wonderful evidently carried stores summer harvest time fall couldnt find anywhere town jello tastes like watermelon jam recipe made takes like watermelon jam great made regular jello yummy
157,0.191,0.809,0.0,-0.7269,Negative,B0036VM05I,AUIVXYS8E4DEX,Dr. Christopher Lee,1,1,5,1327708800,Great Deal,What a deal this is the healthiest salt you can use.  This box should last our family the year no problem.  Iodized sea salt will not raise your blood pressure as regular salt will.,deal healthiest salt use box last family year problem iodized sea salt raise blood pressure regular salt
158,0.071,0.514,0.415,0.8934,Positive,B0036VM05I,A335SFRERY214N,"D. Melo ""Character Connoisseur""",0,0,5,1349481600,Great tasting sea salt WITH iodine,"Perfect size sea salt for the table or the picnic basket.  We love it. Shakes well, no clumping and flows freely.",perfect size sea salt table picnic basket love shakes well clumping flows freely
159,0.065,0.893,0.042,-0.4721,Negative,B000ITVLE2,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",17,19,5,1260057600,tastes very fresh,"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway.",span classtiny length 026 minsbr br spanthe expiration date 21 months day bought product tuna tomato combination delicious one many items reorder amazon every month sobr edit added short video see combination looks likebr br wearing one headlamps didnt good job focusing tunabr film doesnt look like many people view product anyway
160,0.081,0.779,0.14,0.4194,Positive,B000ITVLE2,A395S4RA1X7BFB,Pen_Name123,3,3,5,1315872000,Simple but good,I've never heard of the SAFCOL brand before but I was tired of only trying the typical pouches; Starkist and Chicken of the Sea. I was really surprised as I thought it was a bit better than the other brands and with less seasoning.,ive never heard safcol brand tired trying typical pouches starkist chicken sea really surprised thought bit better brands less seasoning
161,0.0,0.644,0.356,0.9117,Positive,B000ITVLE2,ADL44P8Z4A3M5,"A. Goldsmith ""Media Hound""",2,2,5,1323043200,tasty!,"these are the best tasting tuna pack they make in my opinion - make a great on the go snack, and really satisfying with the tomato",best tasting tuna pack make opinion make great go snack really satisfying tomato
162,0.106,0.894,0.0,-0.5504,Negative,B000ITVLE2,A1K37I9HWF3SAI,James R. Mckinney,1,1,3,1349222400,Not the greatest tasting..,"I have always purchased Star-Kist tuna but thought I would try this brand for a change of pace. The taste of the tuna was not pleasant, too much basil and other spices for me.",always purchased starkist tuna thought would try brand change pace taste tuna pleasant much basil spices
163,0.072,0.652,0.276,0.9517,Positive,B000ITVLE2,A6Y8N2GHDH0ZO,Matty,0,0,4,1348272000,Not Bad,"I'm not familiar with the Safcol brand but being a tuna addict, gave this a shot. The tuna tastes like it's good quality but I found the tomato basil flavor to be a bit bland. It's better than something plain but it didn't pack the punch I was hoping for. It's still a great option for a low calorie, low fat meal.",im familiar safcol brand tuna addict gave shot tuna tastes like good quality found tomato basil flavor bit bland better something plain didnt pack punch hoping still great option low calorie low fat meal
164,0.047,0.869,0.085,0.4199,Positive,B000ITVLE2,A5X6PJANY4XW4,"Tcat Houser ""A Customer""",0,0,5,1348099200,"Right size, taste","I found it much tastier than the plain tuna pouches out there. Excellent quality, and no need to 'dress it up'.<br /><br />I put it the micro on about 20% power for 1 minute and Shazam!<br /><br />I believe a little heating brings out the flavor.",found much tastier plain tuna pouches excellent quality need dress upbr br put micro 20 power 1 minute shazambr br believe little heating brings flavor
165,0.025,0.752,0.223,0.8957,Positive,B000ITVLE2,ARTBQH9WOZTIV,"Billy Wilson ""amzrview""",0,4,1,1269216000,Tasteless but low calorie,Seriously this product was as tasteless as they come. There are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack. You just have to season it or combine it with something else to share the flavor.,seriously product tasteless come much better tasting products 100 calories better special k bar cookie snack pack season combine something else share flavor
166,0.032,0.717,0.251,0.9597,Positive,B003TQQKFQ,A2TUJ3MOKXZVYK,Amy,1,1,5,1338508800,This stuff is sooooo good!,"I read about pomegranate molasses so I had to try it! I haven't made anything with it yet, just eaten a little bit at a time but WOW is it decadent! It's dark, syrupy, sour, and a little sweet. A dab of this and I forget about dessert. It's just a really unique flavor with a pleasing metallic undertone. Yum!! I'm going to try making fesenjan next :-)",read pomegranate molasses try havent made anything yet eaten little bit time wow decadent dark syrupy sour little sweet dab forget dessert really unique flavor pleasing metallic undertone yum im going try making fesenjan next
167,0.0,0.657,0.343,0.9098,Positive,B003TQQKFQ,A2QHQM3HHFUSHG,Catherine Lea,2,3,5,1334102400,Best Stuff Ever,"Used this in Moroccan recipes, as a syrup in a brilliant mixed beverage and as a swirled topping on sliced oranges soaked in orange water.  Wonderful, wonderful stuff!",used moroccan recipes syrup brilliant mixed beverage swirled topping sliced oranges soaked orange water wonderful wonderful stuff
168,0.05,0.905,0.045,-0.1154,Negative,B007B9J6G2,A34YK0ZTWOR858,NikkiBast,1,1,1,1345420800,Very Low quality,"I don't know how long these sat on the back of a shelf somewhere, but they were so old that they wouldn't cook.  I had to throw half of them out, because the skins were damaged, a clear sign of dried beans past their prime.  I can't even return these or ask for a refund, because food is not returnable.  Will find a different brand to use.  For now, I have about fifty servings of beans to throw away.",dont know long sat back shelf somewhere old wouldnt cook throw half skins damaged clear sign dried beans past prime cant even return ask refund food returnable find different brand use fifty servings beans throw away
169,0.186,0.74,0.074,-0.5283,Negative,B0064KO0BU,A34D61RQILOKIJ,TampaBayGal,1,1,1,1350086400,Not Banana Runts,"Besides being smaller than runts, they look the same and have the same consistency.  Unfortunately, they taste nothing like banana runts...nor do they even taste good.  Yucky stuff.  Trying to return with vendor.",besides smaller runts look consistency unfortunately taste nothing like banana runtsnor even taste good yucky stuff trying return vendor
170,0.141,0.832,0.028,-0.7721,Negative,B0064KO0BU,AAV3AEI6YSYA2,sue,0,0,3,1345766400,Banana Heads Not Banana Runts,"The item over all was fine, but the Banana Heads are not just like Banana Runts they are alot smaller. Also when I received the item, the packaging was not great. The Banana Heads had come open during shipping and were all over the packing envelope.",item fine banana heads like banana runts alot smaller also received item packaging great banana heads come open shipping packing envelope
171,0.0,0.854,0.146,0.6476,Positive,B0064KO0BU,A104Y49ZQ4CYJ2,"H. Adams ""hollya""",0,0,5,1344816000,Worked great!,"I purchased as a giveaway for a baby shower with Jungle theme! They worked out perfect for 25 small bags of candy. I purchased 5#. If you want more than 25 small bags, I would purchase a larger bag.",purchased giveaway baby shower jungle theme worked perfect 25 small bags candy purchased 5 want 25 small bags would purchase larger bag
172,0.04,0.844,0.116,0.6808,Positive,B001IUKD76,A2KVCXTQVN18KI,"A. Martin ""tony_fourbu""",3,3,5,1283299200,Ricore forever,"I have drunk Ricore since my mother allowed be to drink caffeine. I love this stuff in milk.<br />It's much smoother and tastier than instant coffee with milk. I am French and live in the US,<br />and bring back boxes of Ricore at every opportunity. Savora is another hidden gem you can bring<br />back. Check it out.",drunk ricore since mother allowed drink caffeine love stuff milkbr much smoother tastier instant coffee milk french live usbr bring back boxes ricore every opportunity savora another hidden gem bringbr back check
173,0.0,0.763,0.237,0.8906,Positive,B001IUKD76,A2K8UBI64T0BM8,A. Carriglio,3,3,5,1262131200,Delicious!,"I first had this drink when my mother brought it back with her from a visit to her home in Brittany France and thought it was delicious!  I wish it were a bit cheaper but other than that, I love this product!",first drink mother brought back visit home brittany france thought delicious wish bit cheaper love product
174,0.022,0.788,0.189,0.9901,Positive,B0081XN2HQ,A3HUV0ZQPXO3V7,Pink Dandy Chatter,0,0,5,1344902400,"Fluffy, Soft, Delicious and Sugary Sweet","I couldn't wait to try the 8&#8243; Cinnamon Coffee Cake because it is made with fresh eggs, creamy sour cream, Madagascar Bourbon Vanilla and is topped and filled with cinnamon streusel. This 8&#8243; Cinnamon Coffee Cake is available online for only $18.95. Now, I have had my fair share of cinnamon coffee cakes, but, let me just tell you that the FantasiCakes Cinnamon Coffee Cake really ""takes the cake"" with size, price, quality and taste.<br />The cake arrived very fast and was carefully packaged so that it arrived in almost perfect condition. It also comes with a large tub of white icing that you can drizzle over the top, before serving. I couldn't believe how large the size was and it actually fed my family of 5 for us to enjoy during breakfast, for three days. The cake itself is thick and almost has a solid but sponge cake type consistency that is really moist and very filling. The flavors are to die for with the sticky cinnamon outside and sweet cinnamon and vanilla swirled throughout the inside of the cake. The icing really tops it off beautifully and gives it that moist and sticky sweet flavor. Pair the cake with your morning coffee and you've got the perfect breakfast treat!",couldnt wait try 88243 cinnamon coffee cake made fresh eggs creamy sour cream madagascar bourbon vanilla topped filled cinnamon streusel 88243 cinnamon coffee cake available online 1895 fair share cinnamon coffee cakes let tell fantasicakes cinnamon coffee cake really takes cake size price quality tastebr cake arrived fast carefully packaged arrived almost perfect condition also comes large tub white icing drizzle top serving couldnt believe large size actually fed family 5 us enjoy breakfast three days cake thick almost solid sponge cake type consistency really moist filling flavors die sticky cinnamon outside sweet cinnamon vanilla swirled throughout inside cake icing really tops beautifully gives moist sticky sweet flavor pair cake morning coffee youve got perfect breakfast treat
175,0.04,0.722,0.237,0.9782,Positive,B0025VRCJY,A3PPOTV6659ATF,Jerald,5,6,4,1280793600,Great but not as good as it was back in the day as a teen,I used to love these growing up and stopped drinking water and lemon juice from this brand about 5-6 years ago. This stuff used to be so strong i used to just pour some in my mouth and get that alive feeling going. It feels like the product went through changes which added more water or something to make it not so strong. The stronger it is the less you use as well. The product is still really good but the taste is the same quality as the cheaper brand names almost. I thought  these would go fast but hey all lemon stuff i love unless it goes bad. This is a good product just wish it still had that hit me in the mouth chug sensation it used to be like.,used love growing stopped drinking water lemon juice brand 56 years ago stuff used strong used pour mouth get alive feeling going feels like product went changes added water something make strong stronger less use well product still really good taste quality cheaper brand names almost thought would go fast hey lemon stuff love unless goes bad good product wish still hit mouth chug sensation used like
176,0.0,0.874,0.126,0.7579,Positive,B0025VRCJY,A2VYRRDJN2UKWB,"Dario Quinonez ""aprilkid""",1,1,5,1299974400,EXCELLENT LEMON JUICE,"One of the best lemon juice that I have tried. I am recurring customer due to the high quality of this product. When the season for fresh lemos is out, this one supplement our need for the citrus on the kitchen or refreshments.<br /><br />I will continue buying it.",one best lemon juice tried recurring customer due high quality product season fresh lemos one supplement need citrus kitchen refreshmentsbr br continue buying
177,0.0,0.938,0.062,0.4215,Positive,B0025VRCJY,A2ACUGNVT36JYX,Lyannah,0,0,5,1325203200,Great Product,This lemon juice is a must in my kitchen year-round. It has a powerful flavor and you don't need much of it to zest up a dish. I add a spritz of it to my water nearly every day.<br /><br />I will buy this product again and again.,lemon juice must kitchen yearround powerful flavor dont need much zest dish add spritz water nearly every daybr br buy product
178,0.058,0.794,0.148,0.6249,Positive,B0025VRCJY,A3F8JQ5J29GWUV,qv240,0,0,5,1315526400,Handy,"Fast delivery and good product. This is the same lemon juice concentrate you can find in stores and it's really handy to have around to add to sauces, dressings, etc. Such a pain to squeeze fresh juice everytime you need it, nevermind having the lemons on hand to begin with.",fast delivery good product lemon juice concentrate find stores really handy around add sauces dressings etc pain squeeze fresh juice everytime need nevermind lemons hand begin
179,0.2,0.63,0.171,0.1203,Negative,B0025VRCJY,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",0,2,4,1293926400,ReaLemon Juice from Amazon.,"This is not as good as the Frozen Lemon juice, but it is good. It has a slightly odd flavor, perhaps from a preservative. Sure wish I could order the frozen juice!",good frozen lemon juice good slightly odd flavor perhaps preservative sure wish could order frozen juice
180,0.048,0.829,0.122,0.7458,Positive,B005CJVVJ8,A3O8ZE8BHREE0W,Tom Falcon,8,8,4,1314316800,"relaxing, almost like something you smoke","Couldn't believe it when told how relaxing this beverage was. Seriously, drink it only if you are getting ready for a nap or bedtime. If you have plans to drive or perform any other activity not recommended.<br /><br />I feel my arms and legs almost tingle with relaxation. After a short time my eyes start to get droopy and I am in another place.<br /><br />Love this stuff.",couldnt believe told relaxing beverage seriously drink getting ready nap bedtime plans drive perform activity recommendedbr br feel arms legs almost tingle relaxation short time eyes start get droopy another placebr br love stuff
181,0.076,0.767,0.156,0.6085,Positive,B005CJVVJ8,A3BSTFFIKK5YTW,"BOATS99 ""BOATS99""",6,6,4,1327968000,Never paid that much !,I bought these at Grocery Outlet here in the Seattle Tacoma are for $4.00 a case of tweleve not paying $38.00 Yes 3 for a dollar. I like the taste not great but not bad either low calorie will buy more but not at this whacked out price.,bought grocery outlet seattle tacoma 400 case tweleve paying 3800 yes 3 dollar like taste great bad either low calorie buy whacked price
182,0.0,0.433,0.567,0.9667,Positive,B005CJVVJ8,A3F44FUPG97AA9,Monie,1,1,5,1339545600,Marley's Mellow Mood Lite - Half Tea Half Lemonade,"This is an great product. The taste is great, and it works exactly as described. Superb natural sleep aid. AMAZING!",great product taste great works exactly described superb natural sleep aid amazing
183,0.088,0.743,0.169,0.943,Positive,B005CJVVJ8,A1AL946PZ24084,Melinda K. Sanders,0,0,3,1334707200,Great product to help you sleep,"WE have been looking for ""natural"" ways to help us sleep since we always seem to be overloaded with stress and a busy schedule. Yes, we'd probably be better served taking a yoga class, but this is a good second choice. This helps you fall asleep and stay asleep. I drank half the first night and that was plenty for me. After about 30 minutes, I was ready for bed! I woke up refreshed and with no sleepy-drug hangover, so that is a huge bonus.<br /><br />I gave the product 3 stars (instead of the 5 it deserves) as their packing job was marginal at best. The product arrived with 2 broken bottles, which at this price is a $6 loss! The bottles are glass and all they did was wrap one layer of the small-bubbled bubble wrap around the case and placed it in a larger box with extra room to move around in that box. Big packing fail, but the product is awesome.",looking natural ways help us sleep since always seem overloaded stress busy schedule yes wed probably better served taking yoga class good second choice helps fall asleep stay asleep drank half first night plenty 30 minutes ready bed woke refreshed sleepydrug hangover huge bonusbr br gave product 3 stars instead 5 deserves packing job marginal best product arrived 2 broken bottles price 6 loss bottles glass wrap one layer smallbubbled bubble wrap around case placed larger box extra room move around box big packing fail product awesome
184,0.0,0.857,0.143,0.9577,Positive,B001KUUNP6,A262Z0S6PT9U16,Lee Thombley,3,3,5,1292716800,Perfect for gluten-free chocolate chip cookies,"We made chocolate chip cookies with BRM Garbanzo Bean Flour and the results were fantastic!  The brown sugar and chocolate mask any bean taste that other reviews have mentioned.  Our friends couldn't discern any difference from classic CCCs.  The texture, body, and elasticity (meaning reduced tendency to fall apart that occurs with most other gluten-free flours) is nice and chewy -- the same as CCCs made with regular flour.  And an added bonus -- the high protein and fiber level (I calculate 2-3 g fiber/cookie) fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lower.<br /><br />I highly recommend this flour even if CCCs are the only thing you make with it.",made chocolate chip cookies brm garbanzo bean flour results fantastic brown sugar chocolate mask bean taste reviews mentioned friends couldnt discern difference classic cccs texture body elasticity meaning reduced tendency fall apart occurs glutenfree flours nice chewy cccs made regular flour added bonus high protein fiber level calculate 23 g fibercookie fills satisfied smaller servings glycemic index significantly lowerbr br highly recommend flour even cccs thing make
185,0.11,0.593,0.297,0.6597,Positive,B001KUUNP6,A317BY3IPZ83MJ,"James G. Colet ""psychocarp""",3,3,5,1235520000,Garbonzo  Bean Flour,This  is great stuff.  Made some really tasty banana bread.  Good quality and lowest price in town.,great stuff made really tasty banana bread good quality lowest price town
186,0.189,0.811,0.0,-0.5994,Negative,B001KUUNP6,A18VJ0WOQAIZYD,Ean Behr,0,0,5,1337299200,yum falafel,"We had trouble finding this locally - delivery was fast, no more hunting up and down the flour aisle at our local grocery stores.",trouble finding locally delivery fast hunting flour aisle local grocery stores
